gpu_name,url,graphics_processor.gpu_name,graphics_processor.gpu_variant,graphics_processor.architecture,graphics_processor.foundry,graphics_processor.process_size,graphics_processor.transistors,graphics_processor.die_size,graphics_card.release_date,graphics_card.availability,graphics_card.generation,graphics_card.predecessor,graphics_card.successor,graphics_card.production,graphics_card.launch_price,graphics_card.current_price,graphics_card.bus_interface,graphics_card.reviews,clock_speeds.base_clock,clock_speeds.boost_clock,clock_speeds.soc_clock,clock_speeds.uvd_clock,clock_speeds.memory_clock,memory.memory_size,memory.memory_type,memory.memory_bus,memory.bandwidth,render_config.shading_units,render_config.tmus,render_config.rops,render_config.compute_units,render_config.rt_cores,render_config.l0_cache,render_config.l1_cache,render_config.l2_cache,render_config.l3_cache,theoretical_performance.pixel_rate,theoretical_performance.texture_rate,theoretical_performance.fp16_(half)_performance,theoretical_performance.fp32_(float)_performance,theoretical_performance.fp64_(double)_performance,board_design.slot_width,board_design.length,board_design.width,board_design.height,board_design.tdp,board_design.suggested_psu,board_design.outputs,board_design.power_connectors,board_design.part_number,board_design.board_number,graphics_features.directx,graphics_features.opengl,graphics_features.opencl,graphics_features.vulkan,graphics_features.pixel_shader,graphics_features.vertex_shader
NVIDIA GeForce GTX 1060 Max-Q,https://www.techpowerup.com/gpu-specs/geforce-gtx-1060-max-q.c2976,GP106,N17E-G1-A1,Pascal,TSMC,16 nm,"4,400 million",200 mm²,"Jun 27th, 2017",,GeForce 10 Mobile,GeForce 900M,GeForce 20 Mobile,End-of-life,,,PCIe 3.0 x16,117 in our database,1063 MHz,1480 MHz,,,"2002 MHz
										
					8 Gbps effective",6 GB,GDDR5,192 bit,192.2 GB/s,1280,80,48,,,,48 KB (per SM),1536 KB,,71.04 GPixel/s,118.4 GTexel/s,59.20 GFLOPS (1:64),3.789 TFLOPS,118.4 GFLOPS (1:32),MXM Module,,,,80 W,,No outputs,None,,E2914 SKU 30,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1070 Max-Q,https://www.techpowerup.com/gpu-specs/geforce-gtx-1070-max-q.c2974,GP104,N17E-G2-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jun 27th, 2017",,GeForce 10 Mobile,GeForce 900M,GeForce 20 Mobile,End-of-life,,,PCIe 3.0 x16,125 in our database,1215 MHz,1379 MHz,,,"2002 MHz
										
					8 Gbps effective",8 GB,GDDR5,256 bit,256.3 GB/s,2048,128,64,,,,48 KB (per SM),2 MB,,88.26 GPixel/s,176.5 GTexel/s,88.26 GFLOPS (1:64),5.648 TFLOPS,176.5 GFLOPS (1:32),MXM Module,,,,115 W,,No outputs,None,,E2914 SKU 10,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1080 Max-Q,https://www.techpowerup.com/gpu-specs/geforce-gtx-1080-max-q.c2975,GP104,N17E-G3-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jun 27th, 2017",,GeForce 10 Mobile,GeForce 900M,GeForce 20 Mobile,End-of-life,,,PCIe 3.0 x16,183 in our database,1290 MHz,1468 MHz,,,"1251 MHz
										
					10 Gbps effective",8 GB,GDDR5X,256 bit,320.3 GB/s,2560,160,64,,,,48 KB (per SM),2 MB,,93.95 GPixel/s,234.9 GTexel/s,117.4 GFLOPS (1:64),7.516 TFLOPS,234.9 GFLOPS (1:32),MXM Module,,,,150 W,,No outputs,None,,E2915 SKU 10,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce MX110,https://www.techpowerup.com/gpu-specs/geforce-mx110.c3044,GM108,N16V-GMR1-A1,Maxwell,TSMC,28 nm,unknown,unknown,"Nov 17th, 2017",,"GeForce MX
(1xx)",,,End-of-life,,,PCIe 3.0 x4,,978 MHz,1006 MHz,,,"1253 MHz
										
					5 Gbps effective",2 GB,GDDR5,64 bit,40.10 GB/s,384,24,8,,,,64 KB (per SMM),1024 KB,,8.048 GPixel/s,24.14 GTexel/s,,772.6 GFLOPS,24.14 GFLOPS (1:32),IGP,,,,30 W,,No outputs,None,,,12 (11_0),4.6,3.0,1.3,,
NVIDIA GeForce MX130,https://www.techpowerup.com/gpu-specs/geforce-mx130.c3043,GM108,N16S-GTR-A1,Maxwell,TSMC,28 nm,unknown,unknown,"Nov 17th, 2017",,"GeForce MX
(1xx)",,,End-of-life,,,PCIe 3.0 x4,,1109 MHz,1189 MHz,,,"1253 MHz
										
					5 Gbps effective",2 GB,GDDR5,64 bit,40.10 GB/s,384,24,8,,,,64 KB (per SMM),1024 KB,,9.512 GPixel/s,28.54 GTexel/s,,913.2 GFLOPS,28.54 GFLOPS (1:32),IGP,,,,30 W,,No outputs,None,,,12 (11_0),4.6,3.0,1.3,,
NVIDIA GeForce MX150,https://www.techpowerup.com/gpu-specs/geforce-mx150.c2984,GP108,N17S-LG-A1,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"May 17th, 2017",,"GeForce MX
(1xx)",,,End-of-life,,,PCIe 3.0 x4,,937 MHz,1038 MHz,,,"1253 MHz
										
					5 Gbps effective",2 GB,GDDR5,64 bit,40.10 GB/s,384,24,16,,,,48 KB (per SM),512 KB,,16.61 GPixel/s,24.91 GTexel/s,12.46 GFLOPS (1:64),797.2 GFLOPS,24.91 GFLOPS (1:32),IGP,,,,10 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce MX150,https://www.techpowerup.com/gpu-specs/geforce-mx150.c2959,GP108,"GP108-650-A1
										
(N17S-G1-A1)",Pascal,Samsung,14 nm,"1,800 million",74 mm²,"May 17th, 2017",,"GeForce MX
(1xx)",,,End-of-life,,,PCIe 3.0 x4,,1469 MHz,1532 MHz,,,"1502 MHz
										
					6 Gbps effective",2 GB,GDDR5,64 bit,48.06 GB/s,384,24,16,,,,48 KB (per SM),512 KB,,24.51 GPixel/s,36.77 GTexel/s,18.38 GFLOPS (1:64),"1,177 GFLOPS",36.77 GFLOPS (1:32),IGP,,,,25 W,,No outputs,None,,E2902 SKU 0,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro M1200 Mobile,https://www.techpowerup.com/gpu-specs/quadro-m1200-mobile.c2921,GM107,,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Mx200)",,,End-of-life,,,MXM-A (3.0),26 in our database,991 MHz,1148 MHz,,,"1253 MHz
										
					5 Gbps effective",4 GB,GDDR5,128 bit,80.19 GB/s,640,40,16,,,,64 KB (per SMM),2 MB,,18.37 GPixel/s,45.92 GTexel/s,,"1,469 GFLOPS",45.92 GFLOPS (1:32),MXM Module,,,,45 W,,No outputs,None,,P2757 SKU 512,12 (11_0),4.6,3.0,1.3,,
NVIDIA Quadro M2200 Mobile,https://www.techpowerup.com/gpu-specs/quadro-m2200-mobile.c2922,GM206,,Maxwell 2.0,TSMC,28 nm,"2,940 million",228 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Mx200)",,,End-of-life,,,MXM-A (3.0),,695 MHz,1036 MHz,,,"1377 MHz
										
					5.5 Gbps effective",4 GB,GDDR5,128 bit,88.13 GB/s,1024,64,32,,,,48 KB (per SMM),1024 KB,,33.15 GPixel/s,66.30 GTexel/s,,2.122 TFLOPS,66.30 GFLOPS (1:32),MXM Module,,,,55 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro M520 Mobile,https://www.techpowerup.com/gpu-specs/quadro-m520-mobile.c2919,GM108,,Maxwell,TSMC,28 nm,unknown,unknown,"Jan 11th, 2017",,"Quadro Mobile
(Mx200)",,,End-of-life,,,MXM-A (3.0),26 in our database,,,,,"1253 MHz
										
					5 Gbps effective",2 GB,GDDR5,64 bit,40.10 GB/s,384,16,8,,,,64 KB (per SMM),1024 KB,,8.328 GPixel/s,16.66 GTexel/s,,799.5 GFLOPS,24.98 GFLOPS (1:32),MXM Module,,,,25 W,,No outputs,None,,,12 (11_0),4.6,3.0,1.3,,
NVIDIA Quadro M620 Mobile,https://www.techpowerup.com/gpu-specs/quadro-m620-mobile.c2920,GM107,,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Mx200)",,,End-of-life,,,MXM-A (3.0),26 in our database,756 MHz,977 MHz,,,"1253 MHz
										
					5 Gbps effective",2 GB,GDDR5,128 bit,80.19 GB/s,512,32,16,,,,64 KB (per SMM),2 MB,,15.63 GPixel/s,31.26 GTexel/s,,"1,000 GFLOPS",31.26 GFLOPS (1:32),MXM Module,,,,30 W,,No outputs,None,,,12 (11_0),4.6,3.0,1.3,,
NVIDIA Quadro P1000 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p1000-mobile.c3201,GP107,,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 7th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,PCIe 3.0 x16,,1303 MHz,1519 MHz,,,"1502 MHz
										
					6 Gbps effective",4 GB,GDDR5,128 bit,96.13 GB/s,512,32,16,,,,48 KB (per SM),1024 KB,,24.30 GPixel/s,48.61 GTexel/s,24.30 GFLOPS (1:64),1.555 TFLOPS,48.61 GFLOPS (1:32),,,,,40 W,,No outputs,None,,E2904 SKU 1,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P2000 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p2000-mobile.c3202,GP107,,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 6th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,PCIe 3.0 x16,,1557 MHz,1607 MHz,,,"1502 MHz
										
					6 Gbps effective",4 GB,GDDR5,128 bit,96.13 GB/s,768,48,32,,,,48 KB (per SM),1024 KB,,51.42 GPixel/s,77.14 GTexel/s,38.57 GFLOPS (1:64),2.468 TFLOPS,77.14 GFLOPS (1:32),,,,,50 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P3000 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p3000-mobile.c2923,GP104,N17E-Q1-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,MXM-B (3.0),,1088 MHz,1215 MHz,,,"1753 MHz
										
					7 Gbps effective",6 GB,GDDR5,192 bit,168.3 GB/s,1280,80,48,,,,48 KB (per SM),1536 KB,,58.32 GPixel/s,97.20 GTexel/s,48.60 GFLOPS (1:64),3.110 TFLOPS,97.20 GFLOPS (1:32),MXM Module,,,,75 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P4000 Max-Q,https://www.techpowerup.com/gpu-specs/quadro-p4000-max-q.c3015,GP104,N17E-Q3-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,MXM-B (3.0),,1114 MHz,1228 MHz,,,"1502 MHz
										
					6 Gbps effective",8 GB,GDDR5,256 bit,192.3 GB/s,1792,112,64,,,,48 KB (per SM),2 MB,,78.59 GPixel/s,137.5 GTexel/s,68.77 GFLOPS (1:64),4.401 TFLOPS,137.5 GFLOPS (1:32),MXM Module,,,,100 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P4000 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p4000-mobile.c2924,GP104,N17E-Q3-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,MXM-B (3.0),,,,,,"1502 MHz
										
					6 Gbps effective",8 GB,GDDR5,256 bit,192.3 GB/s,1792,112,64,,,,48 KB (per SM),2 MB,,78.53 GPixel/s,137.4 GTexel/s,68.71 GFLOPS (1:64),4.398 TFLOPS,137.4 GFLOPS (1:32),MXM Module,,,,100 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P5000 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p5000-mobile.c2925,GP104,N17E-Q5-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jan 11th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,MXM-B (3.0),,1278 MHz,1582 MHz,,,"1502 MHz
										
					6 Gbps effective",16 GB,GDDR5,256 bit,192.3 GB/s,2048,128,64,,,,48 KB (per SM),2 MB,,101.2 GPixel/s,202.5 GTexel/s,101.2 GFLOPS (1:64),6.480 TFLOPS,202.5 GFLOPS (1:32),MXM Module,,,,100 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P600 Mobile,https://www.techpowerup.com/gpu-specs/quadro-p600-mobile.c3200,GP107,,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 7th, 2017",,"Quadro Mobile
(Px000)",,,End-of-life,,,PCIe 3.0 x16,,1430 MHz,1557 MHz,,,"1253 MHz
										
					5 Gbps effective",4 GB,GDDR5,128 bit,80.19 GB/s,384,24,16,,,,48 KB (per SM),1024 KB,,24.91 GPixel/s,37.37 GTexel/s,18.68 GFLOPS (1:64),"1,196 GFLOPS",37.37 GFLOPS (1:32),,,,,25 W,,No outputs,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GT 1030 DDR4,https://www.techpowerup.com/gpu-specs/geforce-gt-1030-ddr4.c3187,GP108,GP108-310-A1,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"Mar 12th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,79 USD,,PCIe 3.0 x4,6 in our database,1152 MHz,1379 MHz,,,"1050 MHz
										
					2.1 Gbps effective",2 GB,DDR4,64 bit,16.80 GB/s,384,24,16,,,,48 KB (per SM),512 KB,,22.06 GPixel/s,33.10 GTexel/s,16.55 GFLOPS (1:64),"1,059 GFLOPS",33.10 GFLOPS (1:32),Single-slot,"145 mm
					5.7 inches","69 mm
					2.7 inches","15 mm
					0.6 inches",20 W,200 W,1x DVI1x HDMI 2.0,None,,PG111 SKU 01,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GT 1030 GK107,https://www.techpowerup.com/gpu-specs/geforce-gt-1030-gk107.c3454,GK107,,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Sep 30th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,6 in our database,,,,,"1250 MHz
										
					5 Gbps effective",2 GB,GDDR5,128 bit,80.00 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,8.464 GPixel/s,33.86 GTexel/s,,812.5 GFLOPS,33.86 GFLOPS (1:24),Single-slot,"147 mm
					5.8 inches",,,65 W,250 W,2x DVI1x mini-HDMI 1.4a,1x 6-pin,,P2010,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GTX 1050 3 GB,https://www.techpowerup.com/gpu-specs/geforce-gtx-1050-3-gb.c3257,GP107,GP107-301-K1-A1,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"May 21st, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,58 in our database,1392 MHz,1518 MHz,,,"1752 MHz
										
					7 Gbps effective",3 GB,GDDR5,96 bit,84.10 GB/s,768,48,24,,,,48 KB (per SM),768 KB,,36.43 GPixel/s,72.86 GTexel/s,36.43 GFLOPS (1:64),2.332 TFLOPS,72.86 GFLOPS (1:32),Dual-slot,"145 mm
					5.7 inches","111 mm
					4.4 inches",,75 W,250 W,1x DVI1x HDMI 2.01x DisplayPort 1.4a,None,,PG210,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1060 6 GB GDDR5X,https://www.techpowerup.com/gpu-specs/geforce-gtx-1060-6-gb-gddr5x.c3328,GP104,GP104-150-KA-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Oct 18th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,117 in our database,1506 MHz,1709 MHz,,,"1001 MHz
										
					8 Gbps effective",6 GB,GDDR5X,192 bit,192.2 GB/s,1280,80,48,,,,48 KB (per SM),1536 KB,,82.03 GPixel/s,136.7 GTexel/s,68.36 GFLOPS (1:64),4.375 TFLOPS,136.7 GFLOPS (1:32),Dual-slot,"250 mm
					9.8 inches",,,120 W,300 W,1x DVI1x HDMI 2.03x DisplayPort 1.4a,1x 6-pin,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1060 6 GB GP104,https://www.techpowerup.com/gpu-specs/geforce-gtx-1060-6-gb-gp104.c3250,GP104,GP104-150-KA-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Mar 8th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,117 in our database,1506 MHz,1708 MHz,,,"2002 MHz
										
					8 Gbps effective",6 GB,GDDR5,192 bit,192.2 GB/s,1280,80,48,,,,48 KB (per SM),1536 KB,,81.98 GPixel/s,136.6 GTexel/s,68.32 GFLOPS (1:64),4.372 TFLOPS,136.6 GFLOPS (1:32),Dual-slot,"250 mm
					9.8 inches",,,120 W,300 W,1x DVI1x HDMI 2.03x DisplayPort 1.4a,1x 6-pin,,PG410 SKU 10,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1060 6 GB Rev. 2,https://www.techpowerup.com/gpu-specs/geforce-gtx-1060-6-gb-rev-2.c3063,GP106,GP106-400-A1,Pascal,TSMC,16 nm,"4,400 million",200 mm²,"Jan 5th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,299 USD,,PCIe 3.0 x16,117 in our database,1506 MHz,1709 MHz,,,"2002 MHz
										
					8 Gbps effective",6 GB,GDDR5,192 bit,192.2 GB/s,1280,80,48,,,,48 KB (per SM),1536 KB,,82.03 GPixel/s,136.7 GTexel/s,68.36 GFLOPS (1:64),4.375 TFLOPS,136.7 GFLOPS (1:32),Dual-slot,"250 mm
					9.8 inches",,,120 W,300 W,1x DVI1x HDMI 2.03x DisplayPort 1.4a,1x 6-pin,,PG410 SKU 31,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1060 8 GB GDDR5X,https://www.techpowerup.com/gpu-specs/geforce-gtx-1060-8-gb-gddr5x.c3455,GP104,GP104-150-KA-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,Never Released,,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,117 in our database,1506 MHz,1709 MHz,,,"1001 MHz
										
					8 Gbps effective",8 GB,GDDR5X,256 bit,256.3 GB/s,1280,80,64,,,,48 KB (per SM),2 MB,,109.4 GPixel/s,136.7 GTexel/s,68.36 GFLOPS (1:64),4.375 TFLOPS,136.7 GFLOPS (1:32),Dual-slot,"250 mm
					9.8 inches",,,120 W,300 W,1x DVI1x HDMI 2.03x DisplayPort 1.4a,1x 6-pin,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1070 GDDR5X,https://www.techpowerup.com/gpu-specs/geforce-gtx-1070-gddr5x.c3343,GP104,GP104-200-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Dec 4th, 2018",,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,125 in our database,1506 MHz,1683 MHz,,,"1001 MHz
										
					8 Gbps effective",8 GB,GDDR5X,256 bit,256.3 GB/s,1920,120,64,,,,48 KB (per SM),2 MB,,107.7 GPixel/s,202.0 GTexel/s,101.0 GFLOPS (1:64),6.463 TFLOPS,202.0 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches","112 mm
					4.4 inches","40 mm
					1.6 inches",150 W,450 W,1x DVI1x HDMI 2.03x DisplayPort 1.4a,1x 8-pin,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce GTX 1080 Ti 10 GB,https://www.techpowerup.com/gpu-specs/geforce-gtx-1080-ti-10-gb.c3309,GP102,,Pascal,TSMC,16 nm,"11,800 million",471 mm²,Never Released,,GeForce 10,GeForce 900,GeForce 20,End-of-life,,,PCIe 3.0 x16,149 in our database,1557 MHz,1670 MHz,,,"1376 MHz
										
					11 Gbps effective",10 GB,GDDR5X,320 bit,440.3 GB/s,3200,200,80,,,,48 KB (per SM),2.5 MB,,133.6 GPixel/s,334.0 GTexel/s,167.0 GFLOPS (1:64),10.69 TFLOPS,334.0 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches","112 mm
					4.4 inches","40 mm
					1.6 inches",250 W,600 W,1x HDMI 2.03x DisplayPort 1.4a,1x 6-pin + 1x 8-pin,,PG611 SKU 10,12 (12_1),4.6,3.0,1.3,,
NVIDIA GeForce RTX 2070,https://www.techpowerup.com/gpu-specs/geforce-rtx-2070.c3252,TU106,TU106-400A-A1,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Oct 17th, 2018",,GeForce 20,GeForce 10,GeForce 30,Active,499 USD,,PCIe 3.0 x16,73 in our database,1410 MHz,1620 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,256 bit,448.0 GB/s,2304,144,64,,36,,64 KB (per SM),4 MB,,103.7 GPixel/s,233.3 GTexel/s,14.93 TFLOPS (2:1),7.465 TFLOPS,233.3 GFLOPS (1:32),Dual-slot,"229 mm
					9 inches","113 mm
					4.4 inches","35 mm
					1.4 inches",175 W,450 W,1x DVI1x HDMI 2.02x DisplayPort 1.4a1x USB Type-C,1x 8-pin,,PG160 SKU 52,12 Ultimate (12_2),4.6,3.0,1.3,,
NVIDIA GeForce RTX 2080,https://www.techpowerup.com/gpu-specs/geforce-rtx-2080.c3224,TU104,TU104-400A-A1,Turing,TSMC,12 nm,"13,600 million",545 mm²,"Sep 20th, 2018",,GeForce 20,GeForce 10,GeForce 30,Active,699 USD,"Amazon
					 / 										Newegg",PCIe 3.0 x16,66 in our database,1515 MHz,1710 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,256 bit,448.0 GB/s,2944,184,64,,46,,64 KB (per SM),4 MB,,109.4 GPixel/s,314.6 GTexel/s,20.14 TFLOPS (2:1),10.07 TFLOPS,314.6 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches","116 mm
					4.6 inches","35 mm
					1.4 inches",215 W,550 W,1x HDMI 2.03x DisplayPort 1.4a1x USB Type-C,1x 6-pin + 1x 8-pin,,PG180 SKU 2,12 Ultimate (12_2),4.6,3.0,1.3,,
NVIDIA GeForce RTX 2080 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-2080-ti.c3305,TU102,TU102-300A-K1-A1,Turing,TSMC,12 nm,"18,600 million",754 mm²,"Sep 20th, 2018",,GeForce 20,GeForce 10,GeForce 30,Active,999 USD,"Amazon
					 / 										Newegg",PCIe 3.0 x16,88 in our database,1350 MHz,1545 MHz,,,"1750 MHz
										
					14 Gbps effective",11 GB,GDDR6,352 bit,616.0 GB/s,4352,272,88,,68,,64 KB (per SM),5.5 MB,,136.0 GPixel/s,420.2 GTexel/s,26.90 TFLOPS (2:1),13.45 TFLOPS,420.2 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches","116 mm
					4.6 inches","35 mm
					1.4 inches",250 W,600 W,1x HDMI 2.03x DisplayPort 1.4a1x USB Type-C,2x 8-pin,,PG150 SKU 32,12 Ultimate (12_2),4.6,3.0,1.3,,
NVIDIA P102-100,https://www.techpowerup.com/gpu-specs/p102-100.c3100,GP102,GP102-100-A1,Pascal,TSMC,16 nm,"11,800 million",471 mm²,"Feb 12th, 2018",,Mining GPUs,,,End-of-life,,,PCIe 3.0 x4,,1582 MHz,1683 MHz,,,"1376 MHz
										
					11 Gbps effective",5 GB,GDDR5X,320 bit,440.3 GB/s,3200,200,80,,,,48 KB (per SM),2.5 MB,,134.6 GPixel/s,336.6 GTexel/s,168.3 GFLOPS (1:64),10.77 TFLOPS,336.6 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches",,,250 W,600 W,No outputs,2x 8-pin,,PG611 SKU 100,12 (12_1),4.6,3.0,1.3,,
NVIDIA P102-101,https://www.techpowerup.com/gpu-specs/p102-101.c3284,GP102,GP102-101-A1,Pascal,TSMC,16 nm,"11,800 million",471 mm²,2018,,Mining GPUs,,,End-of-life,,,PCIe 3.0 x4,,1557 MHz,1670 MHz,,,"2002 MHz
										
					8 Gbps effective",10 GB,GDDR5,320 bit,320.3 GB/s,3200,200,80,,,,48 KB (per SM),2.5 MB,,133.6 GPixel/s,334.0 GTexel/s,167.0 GFLOPS (1:64),10.69 TFLOPS,334.0 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches",,,250 W,600 W,No outputs,2x 8-pin,,PG611 SKU 101,12 (12_1),4.6,3.0,1.3,,
NVIDIA P104-101,https://www.techpowerup.com/gpu-specs/p104-101.c3064,GP104,GP104-101-A1,Pascal,TSMC,16 nm,"7,200 million",314 mm²,"Jan 5th, 2018",,Mining GPUs,,,End-of-life,,,PCIe 3.0 x16,,1506 MHz,1683 MHz,,,"2002 MHz
										
					8 Gbps effective",4 GB,GDDR5,256 bit,256.3 GB/s,2560,160,64,,,,48 KB (per SM),2 MB,,107.7 GPixel/s,269.3 GTexel/s,134.6 GFLOPS (1:64),8.617 TFLOPS,269.3 GFLOPS (1:32),Dual-slot,"267 mm
					10.5 inches",,,unknown,200 W,No outputs,1x 8-pin,,PG413 SKU 101,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro GV100,https://www.techpowerup.com/gpu-specs/quadro-gv100.c3066,GV100,GV100-875-A1,Volta,TSMC,12 nm,"21,100 million",815 mm²,"Mar 27th, 2018",,"Quadro
(Vx000)",,,End-of-life,"8,999 USD",,PCIe 3.0 x16,,1132 MHz,1627 MHz,,,"848 MHz
										
					1696 Mbps effective",32 GB,HBM2,4096 bit,868.4 GB/s,5120,320,128,,,,128 KB (per SM),6 MB,,208.3 GPixel/s,520.6 GTexel/s,33.32 TFLOPS (2:1),16.66 TFLOPS,8.330 TFLOPS (1:2),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,250 W,600 W,4x DisplayPort 1.4a,8-pin EPS,,PG500 SKU 500,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro P620,https://www.techpowerup.com/gpu-specs/quadro-p620.c3085,GP107,,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 1st, 2018",,"Quadro
(Px200)",,,End-of-life,,,PCIe 3.0 x16,,1266 MHz,1354 MHz,,,"1252 MHz
										
					5 Gbps effective",2 GB,GDDR5,128 bit,80.13 GB/s,512,32,16,,,,48 KB (per SM),1024 KB,,21.66 GPixel/s,43.33 GTexel/s,21.66 GFLOPS (1:64),"1,386 GFLOPS",43.33 GFLOPS (1:32),Single-slot,"145 mm
					5.7 inches","69 mm
					2.7 inches",,40 W,200 W,4x mini-DisplayPort 1.4a,None,,,12 (12_1),4.6,3.0,1.3,,
NVIDIA Quadro RTX 4000,https://www.techpowerup.com/gpu-specs/quadro-rtx-4000.c3336,TU104,TU104-850-A1,Turing,TSMC,12 nm,"13,600 million",545 mm²,"Nov 13th, 2018",,"Quadro
(Tx000)",,,Active,899 USD,,PCIe 3.0 x16,,1005 MHz,1545 MHz,,,"1625 MHz
										
					13 Gbps effective",8 GB,GDDR6,256 bit,416.0 GB/s,2304,144,64,,36,,64 KB (per SM),4 MB,,98.88 GPixel/s,222.5 GTexel/s,14.24 TFLOPS (2:1),7.119 TFLOPS,222.5 GFLOPS (1:32),Single-slot,"241 mm
					9.5 inches","111 mm
					4.4 inches",,160 W,450 W,3x DisplayPort 1.4a1x USB Type-C,1x 8-pin,,,12 Ultimate (12_2),4.6,3.0,1.3,,
